Unit(kPa)
Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
22:21:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:21:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:53,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:56,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:57,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:58,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:30:59,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:02,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:03,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:04,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:05,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:10,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:14,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:15,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:17,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:18,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:19,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:29,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:45,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:46,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:47,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:48,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:49,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:50,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:51,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:52,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:53,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:54,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:55,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:56,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:57,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:58,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:31:59,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:02,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:04,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:05,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:06,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:07,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:08,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:09,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:10,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:11,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:12,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:14,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:15,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:17,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:18,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:19,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:32:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:13,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:14,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:15,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:17,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:18,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:19,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:20,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:21,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:22,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:23,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:24,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:25,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:26,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:27,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:28,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:30,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:31,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:32,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:33,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:34,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:35,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:36,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:37,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:38,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:39,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:40,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:41,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:42,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:43,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
22:38:44,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08
